content_description,author_profile,name,ISBN,score,price,link,press,page,date,author
"这本书收入斯蒂芬·金的四部中篇小说，是他作品中的杰出代表作。其英文版一经推出，即登上《纽约时报》畅销书排行榜的冠军之位，当年在美国狂销二十八万册。目前，这本书已经被翻译成三十一种语言，同时创下了收录的四篇小说中有三篇被改编成轰动一时的电影的记录。
其中最为著名是曾获奥斯卡奖七项提名、被称为电影史上最完美影片的《肖申克救赎》（又译《刺激一九九五》）。这部小说展现了斯蒂芬·金于擅长的惊悚题材之外的过人功力。书中的另两篇小说《纳粹高徒》与《尸体》拍成电影后也赢得了极佳的口碑。其中《尸体》还被视为斯蒂芬·金最具自传色彩的作品。",斯蒂芬·金（Stephen King），当代惊悚小说之王，通俗小说大师。他1947年9月21日出生于美国缅因州的波特兰一贫困家庭。在州立大学学习英国文学，毕业后因工资菲薄而走上写作道路。70年代中期声名渐起。自80年代至90年代以来，历年的美国畅销书排行榜，他的小说总是名列榜首，久居不下。斯蒂芬·金是在当今世界读者最多的美国小说家。他的作品超越于传统的恐怖小说，惯于通过对事件气氛的营造来震慑读者。,肖申克的救赎,9787020054985,9.1,29.90元,https://book.douban.com/subject/1829226/,人民文学出版社,466,2006-7,[美]斯蒂芬·金
《巴黎圣母院》是法国文豪维克多·雨果第一部引起轰动效应的浪漫派小说。小说以十五世纪路易十一统治下的法国为背景，通过一个纯洁无辜的波希米亚女郎惨遭迫害的故事，揭露了教士的阴险卑鄙，宗教法庭的野蛮残忍，贵族的荒淫无耻和国王的专横残暴。作品鲜明地体现了反封建、反教会的意识和对人民群众的赞颂。,,巴黎圣母院,9787020032044,8.3,22.50元,https://book.douban.com/subject/1024197/,人民文学出版社,568,1982-6,[法]雨果
三毛作品中最脍炙人口的《撒哈拉的故事》，由12篇精彩动人的散文结合而成，其中《沙漠中的饭店》，是三毛适应荒凉单调的沙漠生活后，重新拾笔的第一篇文字，自此之后，三毛便写出一系列以沙漠为背景的故事，倾倒了全世界的中文读者。,"三毛（1943-1991），台湾作家。1943年3月26日出生于重庆，浙江省定海县人。本名为陈惠平，1946年改名陈平，笔名“三毛”。1964年入中国文化大学哲学系，肄业后曾留学欧洲，婚后定居西属撒哈拉沙漠加那利岛并以当地的生活为背景，写出一连串情感真挚的作品。1981年回到台湾，在中国文化大学任教，1984年辞去教职，专职从事写作和演讲。1991年1月4日自杀而死，终年48岁。
三毛的足迹遍及世界各地，平生著作、译作十分丰富，其中《撒哈拉的故事》《雨季不再来》《哭泣的骆驼》《我的宝贝》《闹学记》《滚滚红尘》等散文、小说、剧本更是脍炙人口，在全球华人社会广为流传，在中国大陆风靡一时，影响了整整一代人。",撒哈拉的故事,9787806398791,9.2,15.80元,https://book.douban.com/subject/1060068/,哈尔滨出版社,217,2003-8,三毛
,井上雄彦在日本九州鹿儿岛县出生，最喜欢的漫画家是池上辽一，最喜欢的篮球明星是美国芝加哥公牛队的迈克尔·乔丹。从19岁开始，正是在大学就学期间，他一有空闲就会抓紧业余时间大量地绘画漫画，结果工多艺熟，为他将来向漫画界发展打下良好的基础。由于从小就受到水岛新司的作品影响，所以也都很喜欢绘画一些充满动感的体育漫画。 1989年，年仅22岁的雄彦凭着出色的画技获得手冢治虫奖。在导师的鼓励下，他毅然决定离开已就读三年的熊本大学文学部， 投身于漫画界发展。 由于他的漫画入选了《少年JUMP》，经编辑介绍，他在北条司门下做了一年助理。期间，他一直都有个人连载漫画出版，到了1990年，他推出的漫画集《篮球飞人》，非常畅销。,灌篮高手31,9787806649343,9.5,7.50元,https://book.douban.com/subject/1221515/,长春出版社,184,2005-1,[日]井上雄彦
"《鲁滨逊飘流记》是18世纪英国作家达尼尔·笛福的代表作品，也是一部具有广泛的世界性影响的作品。
小说以1704年一名苏格兰水手亚历山大·薛里基洛克航海遇险，飘流在一个荒岛上，并且单独留居了四年才被救回了故事作为素材，加工而成的。小说的主人公鲁滨逊是一青年，性喜冒险。他不顾父亲的劝阻，决心要过海上生活。开头号几次航海以商颇为顺利，但有一次为土耳其海盗所俘，幸而不久脱脱逃，至巴西经营蔗田和糖厂。四年后，因获暴利又往非洲反卖黑 八股中于大海中遇险，船上全部船员葬身鱼腹，仅鲁滨逊一个脱难，飘流至一荒岛之上。从此，他孤独一个在岛羊、造船等。后来。他救了一个野人俘虏，取名礼拜五。鲁滨逊在岛上生活了二十八年，最后一艘英国船航经荒岛，他才有机会搭船回国。","达尼尔·笛福1660年出生在人伦郭一个商人家庭，父亲经营屠宰业。笛福受过中等教育，信奉不属于英国国教的长老会教派。由于家庭的影响，新教学校的教育，他二十岁时已经成为一个体面的小商人了。
他把他的一切希望都建筑在他的商业活动中。他做过烟洒生意，做过内衣制作中间商，也开办过工厂。正处在原始积累阶段的英国资本主义，给他带来了很多的好处，马车、住房和“兴高采烈的生活”。但由于他信奉的是新教，反对英国国教的统冶和压迫，出版调刺政府的小册子，从事政冶活动，1702年被捕入狱。后来，他又被捕过几次，也都是因为他的言论，他办的报纸和刊物，他出版的政冶经济的小册子。因此，他的一生是在不断地入狱和破产中度过的，他始终没能实现他的理想，成为一个大商人，成为一富翁。",鲁滨逊漂流记,9787536340497,8.0,9.20元,https://book.douban.com/subject/1016003/,广西民族出版社,209,2002-1,[英]笛福
,"伍绮诗（Celeste Ng）在美国宾夕法尼亚州和俄亥俄州长大，父母均为科学家的她，是香港移民第二代。在出版《无声告白》前，她已写作多年，小说及散文作品多见于各类文学期刊杂志。
《无声告白》是伍绮诗耗时六年写就的第一本长篇小说，故事编排精妙细致，文笔沉稳内敛，一经出版便广受好评，成为2014年度最具实力且众望所归的黑马，不仅跃升为《纽约时报》畅销书，还获得包括美国亚马逊网站在内的无数媒体评选出的2014年度最佳图书。
伍绮诗如今与家人一起在马塞诸塞州的剑桥生活。
想了解更多关于伍绮诗的信息，可关注她的官方网站：http://www.celesteng.com",无声告白,9787539982830,8.2,35.00元,https://book.douban.com/subject/26382433/,江苏凤凰文艺出版社,293,2015-7,[美]伍绮诗
"第五部的内容包括两大部分。
第一部分是内争。写严嵩倒台后徐阶、高拱、张居正三个杰出的政治家各施手段，你方唱罢我登场。三人都是实干家，为中兴朝廷呕心沥血；同样又都是阴谋家，铲除异己心狠手辣。而这两点又均以张居正为最：一条鞭法和考成法的改革措施遗惠万民、泽及百代；顺我者昌，逆我者死，虽杀门生亦不眨眼。
第二部分是外战，亦即援朝抗日战争。从庙算到外交，从战争到和平，帷幄运筹神鬼莫测、惊心动魄。战争场面波澜壮阔、杀声震天。更描绘了一系列栩栩如生、呼之欲出的英雄人物，如“不世出之英雄”李如松，临危受命、甘当大任的朝鲜名将李舜臣，誓死不退、以身殉国的老将邓子龙等。",当年明月，青年历史学者，畅销书作家。专业职称为副研究员，明史学会会员。是心灵历史的开创者，担任国内多家电视台文史类节目主讲人。所著作品《明朝那些事儿》销量过五百万册，为三十年来最畅销之史学读本。,明朝那些事儿（伍）,9787505724181,8.8,28.80,https://book.douban.com/subject/3009821/,中国友谊出版公司,329,2008-3,当年明月
,张悦然，女，全国新概念作文大赛A组一等奖获得者，“新概念作家”代表人物之一。1982年出生于山东济南，2001年毕业于山东省实验中学，后考入山东大学英语、法律双学位班，现在新加坡国立大学攻读理科。其作《陶之陨》、《黑猫不睡》等作品在《萌芽》杂志发表后，在青少年文坛引起巨大反响，并被《新华文摘》等多家报刊转载。2002年被《萌芽》网站评为“最富才情的女作家”。,水仙已乘鲤鱼去,9787506331753,7.8,19.00元,https://book.douban.com/subject/1018153/,作家出版社,271,2005-1,张悦然
一个声势显赫的康巴藏族土司，在酒后和汉族太太生了一个傻瓜儿子。这个人人都认定的傻子与现实生活格格不入，却有着超时代的预感和举止，成为土司制度兴衰的见证人。小说故事精彩曲折动人，以饱含激情的笔墨，超然物外的审视目光，展现了浓郁的民族风情和土司制度的浪漫神秘。,阿来，一九五九年生于四川北部阿坝藏区。履历表上列为籍贯的马尔康县俗称“四土”，即四个土司统辖之地。 八十年代中期开始创作。出版过小说集《旧年的血迹》与诗集《梭磨河》。《尘埃落定》是其第一部长篇 小说。,尘埃落定,9787020033645,8.4,22.0,https://book.douban.com/subject/1080309/,人民文学出版社,408,1998-3-1,阿来
《当我们谈论爱情时我们在谈论什么》出版于1981年，是雷蒙德•卡佛的成名之作，同时也是其最负盛名的代表作。本书由十七篇短篇小说组成，讲述了如餐馆女招待、锯木厂工人、修车工、推销员和汽车旅馆管理员等社会底层的体力劳动者的生活。这些普通人有着普通人的愿望，做着再普通不过的事情，但他们发现自己在为生存而挣扎，无法获得在常人看来并不远大的人生目标。他们的生活中充满了窘困和不如意，婚姻破裂，失业，酗酒，破产。卡佛用“极简”的遣词、冷静疏离的叙事，表现了现代社会中人的边缘性以及现代人脆弱的自我意识。,"雷蒙德·卡佛（1938—1988）
美国当代著名短篇小说家、诗人，美国“极简主义”代表作家，并被誉为“新小说”创始者。
1938年5月25日出生于俄勒冈州克拉斯坎尼镇，1988年8月2日因肺癌去世。
高中毕业后，即养家糊口艰难谋生，业余学习写作。卡佛人生的前一半充满了苦难与失望。失业，酗酒，破产，妻离子散，友人背弃，坠入人生之谷底。晚年文学声名渐高，却罹患肺癌，五十岁便英年早逝。
卡佛的作品风格和他自身经历密切相关，精简冷硬。他不是用天才来写作，而是呕心沥血的写作。卡佛一生作品以短篇小说和诗为主，代表作有《请你安静一下好不好？》《谈论爱情时我们说些什么》《大教堂》《何方来电》等。",当我们谈论爱情时我们在谈论什么,9787544710442,7.8,22.00元,https://book.douban.com/subject/4010969/,译林出版社,185,2010-1,[美]雷蒙德·卡佛
